,speaker,minute,text,topic,label,prob,sentiment
252,Joe Biden,30:40,"But the point is this, folks. We are in a situation where we have foreign countries trying to interfere in the outcome of our election. His own National Security Advisor told him that what is happening with his buddy… Well, I shouldn’t… Well, I will. His buddy Rudy Giuliani. He’s being used as a Russian pawn. He’s being fed information that is Russian that is not true. And then what happens? Nothing happens. And then you find out that everything that’s going on here, about Russia is wanting to make sure that I do not get elected the next President of the United States, because they know I know them, and they know me.",2_china_putin_chinas_russia,4,0.21891822,confusion
253,Joe Biden,30:40,"But the point is this, folks. We are in a situation where we have foreign countries trying to interfere in the outcome of our election. His own National Security Advisor told him that what is happening with his buddy… Well, I shouldn’t… Well, I will. His buddy Rudy Giuliani. He’s being used as a Russian pawn. He’s being fed information that is Russian that is not true. And then what happens? Nothing happens. And then you find out that everything that’s going on here, about Russia is wanting to make sure that I do not get elected the next President of the United States, because they know I know them, and they know me.",2_china_putin_chinas_russia,5,0.18761262,curiosity
254,Joe Biden,30:40,"But the point is this, folks. We are in a situation where we have foreign countries trying to interfere in the outcome of our election. His own National Security Advisor told him that what is happening with his buddy… Well, I shouldn’t… Well, I will. His buddy Rudy Giuliani. He’s being used as a Russian pawn. He’s being fed information that is Russian that is not true. And then what happens? Nothing happens. And then you find out that everything that’s going on here, about Russia is wanting to make sure that I do not get elected the next President of the United States, because they know I know them, and they know me.",2_china_putin_chinas_russia,2,0.09386098,annoyance
255,Joe Biden,31:20,"I don’t understand why this President is unwilling to take on Putin when he’s actually paying bounties to kill American soldiers in Afghanistan, when he’s engaged in activities that are trying to destabilize all of NATO. I don’t know why he doesn’t do it, but it’s worth asking the question. Why isn’t that being done? Any country that interferes with us will, in fact, pay a price, because they’re affecting our sovereignty.",2_china_putin_chinas_russia,4,0.3348823,confusion
256,Joe Biden,31:20,"I don’t understand why this President is unwilling to take on Putin when he’s actually paying bounties to kill American soldiers in Afghanistan, when he’s engaged in activities that are trying to destabilize all of NATO. I don’t know why he doesn’t do it, but it’s worth asking the question. Why isn’t that being done? Any country that interferes with us will, in fact, pay a price, because they’re affecting our sovereignty.",2_china_putin_chinas_russia,5,0.1967361,curiosity
257,Joe Biden,31:20,"I don’t understand why this President is unwilling to take on Putin when he’s actually paying bounties to kill American soldiers in Afghanistan, when he’s engaged in activities that are trying to destabilize all of NATO. I don’t know why he doesn’t do it, but it’s worth asking the question. Why isn’t that being done? Any country that interferes with us will, in fact, pay a price, because they’re affecting our sovereignty.",2_china_putin_chinas_russia,7,0.1198655,disapproval
258,Kristen Welker,31:45,"President Trump, same question to you. [crosstalk 00:31:48] Let me ask the question. You’re going to have two minutes to respond. For two elections in a row now, there has been substantial interference from foreign adversaries. What would you do in your next term to put an end to this? Two minutes, uninterrupted.",1_biden_vicepresident_vice_president,5,0.3229414,curiosity
259,Kristen Welker,31:45,"President Trump, same question to you. [crosstalk 00:31:48] Let me ask the question. You’re going to have two minutes to respond. For two elections in a row now, there has been substantial interference from foreign adversaries. What would you do in your next term to put an end to this? Two minutes, uninterrupted.",1_biden_vicepresident_vice_president,4,0.25527626,confusion
260,Kristen Welker,31:45,"President Trump, same question to you. [crosstalk 00:31:48] Let me ask the question. You’re going to have two minutes to respond. For two elections in a row now, there has been substantial interference from foreign adversaries. What would you do in your next term to put an end to this? Two minutes, uninterrupted.",1_biden_vicepresident_vice_president,7,0.0648526,disapproval
261,Donald Trump,31:58,"Well, let me respond to the first part, as Joe answered. Joe got $3.5 million from Russia and it came through Putin, because he was very friendly with the former mayor of Moscow and it was the mayor of Moscow’s wife. And you got $3.5 million. Your family got $3.5 million. And someday you’re going to have to explain, why did you get three and a half? I never got any money from Russia. I don’t get money from Russia.",2_china_putin_chinas_russia,5,0.25447044,curiosity
262,Donald Trump,31:58,"Well, let me respond to the first part, as Joe answered. Joe got $3.5 million from Russia and it came through Putin, because he was very friendly with the former mayor of Moscow and it was the mayor of Moscow’s wife. And you got $3.5 million. Your family got $3.5 million. And someday you’re going to have to explain, why did you get three and a half? I never got any money from Russia. I don’t get money from Russia.",2_china_putin_chinas_russia,4,0.23052894,confusion
263,Donald Trump,31:58,"Well, let me respond to the first part, as Joe answered. Joe got $3.5 million from Russia and it came through Putin, because he was very friendly with the former mayor of Moscow and it was the mayor of Moscow’s wife. And you got $3.5 million. Your family got $3.5 million. And someday you’re going to have to explain, why did you get three and a half? I never got any money from Russia. I don’t get money from Russia.",2_china_putin_chinas_russia,15,0.09518177,sadness
264,Donald Trump,32:22,"Now, about your thing last night. I knew all about that. And through John — who is John Ratcliffe, who is fantastic, DNI — he said the one thing that’s common to both of them.",-1_immigration_trump_cages_president,0,0.320988,admiration
265,Donald Trump,32:22,"Now, about your thing last night. I knew all about that. And through John — who is John Ratcliffe, who is fantastic, DNI — he said the one thing that’s common to both of them.",-1_immigration_trump_cages_president,3,0.17442693,approval
266,Donald Trump,32:22,"Now, about your thing last night. I knew all about that. And through John — who is John Ratcliffe, who is fantastic, DNI — he said the one thing that’s common to both of them.",-1_immigration_trump_cages_president,15,0.10798605,sadness
267,Donald Trump,00:00,"They both want you to lose because there has been nobody tougher to Russia between the sanctions, nobody tougher than me on Russia, between the sanctions, between all of what I’ve done with NATO. I’ve got the NATO countries to put up an extra $130 billion going to $420 billion a year. That’s to guard against Russia. I sold, while he was selling pillows and sheets, I sold tank busters to Ukraine. There has been nobody tougher on Russia than Donald Trump.",2_china_putin_chinas_russia,6,0.16052486,disappointment
268,Donald Trump,00:00,"They both want you to lose because there has been nobody tougher to Russia between the sanctions, nobody tougher than me on Russia, between the sanctions, between all of what I’ve done with NATO. I’ve got the NATO countries to put up an extra $130 billion going to $420 billion a year. That’s to guard against Russia. I sold, while he was selling pillows and sheets, I sold tank busters to Ukraine. There has been nobody tougher on Russia than Donald Trump.",2_china_putin_chinas_russia,15,0.15346079,sadness
269,Donald Trump,00:00,"They both want you to lose because there has been nobody tougher to Russia between the sanctions, nobody tougher than me on Russia, between the sanctions, between all of what I’ve done with NATO. I’ve got the NATO countries to put up an extra $130 billion going to $420 billion a year. That’s to guard against Russia. I sold, while he was selling pillows and sheets, I sold tank busters to Ukraine. There has been nobody tougher on Russia than Donald Trump.",2_china_putin_chinas_russia,7,0.12524433,disapproval
270,Donald Trump,00:33,"And I’ll tell you, they were so bad. They took over the submarine port, you remember that very well, during your term, during you and Barack Obama. They took over a big part of what should have been Ukraine. You handed it to them. But you were getting a lot of money from Russia. They were paying you a lot of money, and they probably still are. But now, with what came out today, it’s even worse. All of the emails, the emails, the horrible emails of the kind of money that you were raking in, you and your family. And Joe, you were vice-president when some of this was happening, and it should have never happened. And I think you owe an explanation to the American people. Why is it, somebody just had a news conference a little while ago who was essentially supposed to work with you and your family, but what he said was damning. And regardless of me, I think you have to clean it up and talk to the American people. Maybe you can do it right now.",2_china_putin_chinas_russia,1,0.18572874,anger
271,Donald Trump,00:33,"And I’ll tell you, they were so bad. They took over the submarine port, you remember that very well, during your term, during you and Barack Obama. They took over a big part of what should have been Ukraine. You handed it to them. But you were getting a lot of money from Russia. They were paying you a lot of money, and they probably still are. But now, with what came out today, it’s even worse. All of the emails, the emails, the horrible emails of the kind of money that you were raking in, you and your family. And Joe, you were vice-president when some of this was happening, and it should have never happened. And I think you owe an explanation to the American people. Why is it, somebody just had a news conference a little while ago who was essentially supposed to work with you and your family, but what he said was damning. And regardless of me, I think you have to clean it up and talk to the American people. Maybe you can do it right now.",2_china_putin_chinas_russia,2,0.14144617,annoyance
272,Donald Trump,00:33,"And I’ll tell you, they were so bad. They took over the submarine port, you remember that very well, during your term, during you and Barack Obama. They took over a big part of what should have been Ukraine. You handed it to them. But you were getting a lot of money from Russia. They were paying you a lot of money, and they probably still are. But now, with what came out today, it’s even worse. All of the emails, the emails, the horrible emails of the kind of money that you were raking in, you and your family. And Joe, you were vice-president when some of this was happening, and it should have never happened. And I think you owe an explanation to the American people. Why is it, somebody just had a news conference a little while ago who was essentially supposed to work with you and your family, but what he said was damning. And regardless of me, I think you have to clean it up and talk to the American people. Maybe you can do it right now.",2_china_putin_chinas_russia,9,0.113462485,fear
273,Kristen Welker,01:29,"Vice-President Biden, you may respond-",1_biden_vicepresident_vice_president,14,0.3437288,realization
274,Kristen Welker,01:29,"Vice-President Biden, you may respond-",1_biden_vicepresident_vice_president,3,0.14978832,approval
275,Kristen Welker,01:29,"Vice-President Biden, you may respond-",1_biden_vicepresident_vice_president,13,0.14898157,optimism
276,Joe Biden,01:31,[crosstalk 00:01:31].,10_crosstalk_001104_001130_wall,13,0.5292635,optimism
277,Joe Biden,01:31,[crosstalk 00:01:31].,10_crosstalk_001104_001130_wall,3,0.11223203,approval
278,Joe Biden,01:31,[crosstalk 00:01:31].,10_crosstalk_001104_001130_wall,15,0.05806661,sadness
279,Kristen Welker,01:31,… and then I do want to follow up on the election security.,1_biden_vicepresident_vice_president,14,0.17932932,realization
280,Kristen Welker,01:31,… and then I do want to follow up on the election security.,1_biden_vicepresident_vice_president,3,0.1640909,approval
281,Kristen Welker,01:31,… and then I do want to follow up on the election security.,1_biden_vicepresident_vice_president,13,0.15709934,optimism
282,Joe Biden,01:33,"I have not taken a penny from any foreign source ever in my life. We learned that this president paid 50 times the tax in China as a secret bank account with China, does business in China, and in fact, is talking about me taking money? I have not taken a single penny from any country, whatsoever, ever, number one.",2_china_putin_chinas_russia,4,0.18686943,confusion
283,Joe Biden,01:33,"I have not taken a penny from any foreign source ever in my life. We learned that this president paid 50 times the tax in China as a secret bank account with China, does business in China, and in fact, is talking about me taking money? I have not taken a single penny from any country, whatsoever, ever, number one.",2_china_putin_chinas_russia,5,0.15829301,curiosity
284,Joe Biden,01:33,"I have not taken a penny from any foreign source ever in my life. We learned that this president paid 50 times the tax in China as a secret bank account with China, does business in China, and in fact, is talking about me taking money? I have not taken a single penny from any country, whatsoever, ever, number one.",2_china_putin_chinas_russia,15,0.13200939,sadness
285,Joe Biden,01:57,"Number two, this is a president… I have released all of my tax returns, 22 years, go look at them, 22 years of my tax return. You have not released a single solitary year of your tax return. What are you hiding? Why are you unwilling? The foreign countries are paying you a lot. Russia’s paying you a lot. China’s paying you a lot on your hotels and all your businesses all around the country, all around the world. And China’s building a new road to a new golf course you have overseas. So, what’s going on here? Release your tax return or stop talking about corruption.",2_china_putin_chinas_russia,5,0.29922748,curiosity
286,Joe Biden,01:57,"Number two, this is a president… I have released all of my tax returns, 22 years, go look at them, 22 years of my tax return. You have not released a single solitary year of your tax return. What are you hiding? Why are you unwilling? The foreign countries are paying you a lot. Russia’s paying you a lot. China’s paying you a lot on your hotels and all your businesses all around the country, all around the world. And China’s building a new road to a new golf course you have overseas. So, what’s going on here? Release your tax return or stop talking about corruption.",2_china_putin_chinas_russia,4,0.14717865,confusion
287,Joe Biden,01:57,"Number two, this is a president… I have released all of my tax returns, 22 years, go look at them, 22 years of my tax return. You have not released a single solitary year of your tax return. What are you hiding? Why are you unwilling? The foreign countries are paying you a lot. Russia’s paying you a lot. China’s paying you a lot on your hotels and all your businesses all around the country, all around the world. And China’s building a new road to a new golf course you have overseas. So, what’s going on here? Release your tax return or stop talking about corruption.",2_china_putin_chinas_russia,1,0.120003104,anger
288,Kristen Welker,02:32,"President Trump, your response.",8_trump_president_bernie_nobody,13,0.30613405,optimism
289,Kristen Welker,02:32,"President Trump, your response.",8_trump_president_bernie_nobody,3,0.1913518,approval
290,Kristen Welker,02:32,"President Trump, your response.",8_trump_president_bernie_nobody,0,0.10102862,admiration
291,Donald Trump,02:33,"First of all, I called my accountants, underwrote it, I’m going to release them as soon as we can. I want to do it. And it’ll show how successful, how great this company is. But much more importantly than that, people were saying $750. I asked them a week ago, I said, “What did I pay?” They said, “Sir, you prepaid tens of millions of dollars.” I prepaid my tax, over the last number of years, tens of millions of dollars, I prepaid, because at some point, they think it’s an estimate. They think I may have to pay tax. So I already prepaid it. Nobody told me that. Nobody told you that.",2_china_putin_chinas_russia,5,0.2513378,curiosity
292,Donald Trump,02:33,"First of all, I called my accountants, underwrote it, I’m going to release them as soon as we can. I want to do it. And it’ll show how successful, how great this company is. But much more importantly than that, people were saying $750. I asked them a week ago, I said, “What did I pay?” They said, “Sir, you prepaid tens of millions of dollars.” I prepaid my tax, over the last number of years, tens of millions of dollars, I prepaid, because at some point, they think it’s an estimate. They think I may have to pay tax. So I already prepaid it. Nobody told me that. Nobody told you that.",2_china_putin_chinas_russia,4,0.19192816,confusion
293,Donald Trump,02:33,"First of all, I called my accountants, underwrote it, I’m going to release them as soon as we can. I want to do it. And it’ll show how successful, how great this company is. But much more importantly than that, people were saying $750. I asked them a week ago, I said, “What did I pay?” They said, “Sir, you prepaid tens of millions of dollars.” I prepaid my tax, over the last number of years, tens of millions of dollars, I prepaid, because at some point, they think it’s an estimate. They think I may have to pay tax. So I already prepaid it. Nobody told me that. Nobody told you that.",2_china_putin_chinas_russia,15,0.14064835,sadness
294,Kristen Welker,03:11,Did your accountant tell you [crosstalk 00:03:11]?,10_crosstalk_001104_001130_wall,5,0.4933032,curiosity
295,Kristen Welker,03:11,Did your accountant tell you [crosstalk 00:03:11]?,10_crosstalk_001104_001130_wall,4,0.3273169,confusion
296,Kristen Welker,03:11,Did your accountant tell you [crosstalk 00:03:11]?,10_crosstalk_001104_001130_wall,13,0.042849462,optimism
297,Donald Trump,03:11,"Excuse me. And it wasn’t written. Whenever they write this, they keep talking about $750, which I think is a filing fee, but let me just tell you, I prepaid millions and millions of dollars in taxes, number one.",2_china_putin_chinas_russia,2,0.15411992,annoyance
298,Donald Trump,03:11,"Excuse me. And it wasn’t written. Whenever they write this, they keep talking about $750, which I think is a filing fee, but let me just tell you, I prepaid millions and millions of dollars in taxes, number one.",2_china_putin_chinas_russia,15,0.14151552,sadness
299,Donald Trump,03:11,"Excuse me. And it wasn’t written. Whenever they write this, they keep talking about $750, which I think is a filing fee, but let me just tell you, I prepaid millions and millions of dollars in taxes, number one.",2_china_putin_chinas_russia,13,0.124109805,optimism
300,Donald Trump,03:23,"Number two, I don’t make money from China. You do. I don’t make money from Ukraine. You do. I don’t make money from Russia. You made $3.5 million, Joe, and your son gave you, they even have a statement that we have to give 10% to the big man. You’re the big man, I think. I don’t know, maybe you’re not, but you’re the big man, I think. Your son said we have to give 10% to the big men. Joe, what’s that all about? It’s terrible.",2_china_putin_chinas_russia,9,0.2194117,fear
301,Donald Trump,03:23,"Number two, I don’t make money from China. You do. I don’t make money from Ukraine. You do. I don’t make money from Russia. You made $3.5 million, Joe, and your son gave you, they even have a statement that we have to give 10% to the big man. You’re the big man, I think. I don’t know, maybe you’re not, but you’re the big man, I think. Your son said we have to give 10% to the big men. Joe, what’s that all about? It’s terrible.",2_china_putin_chinas_russia,4,0.17802845,confusion
302,Donald Trump,03:23,"Number two, I don’t make money from China. You do. I don’t make money from Ukraine. You do. I don’t make money from Russia. You made $3.5 million, Joe, and your son gave you, they even have a statement that we have to give 10% to the big man. You’re the big man, I think. I don’t know, maybe you’re not, but you’re the big man, I think. Your son said we have to give 10% to the big men. Joe, what’s that all about? It’s terrible.",2_china_putin_chinas_russia,7,0.118118465,disapproval
303,Kristen Welker,03:50,"All right, gentlemen. I want to ask you both some questions about all of this, but…",6_okay_lets_followup_let,5,0.45176187,curiosity
304,Kristen Welker,03:50,"All right, gentlemen. I want to ask you both some questions about all of this, but…",6_okay_lets_followup_let,4,0.23891366,confusion
305,Kristen Welker,03:50,"All right, gentlemen. I want to ask you both some questions about all of this, but…",6_okay_lets_followup_let,13,0.045750096,optimism
306,Joe Biden,03:52,I have to respond to that.,11_respond_response_have_that,13,0.19923753,optimism
307,Joe Biden,03:52,I have to respond to that.,11_respond_response_have_that,3,0.17194876,approval
308,Joe Biden,03:52,I have to respond to that.,11_respond_response_have_that,15,0.13259438,sadness
309,Kristen Welker,03:53,"I’m going to let you both respond very quickly. You just said you spoke to your accountant about potentially releasing your taxes, did he tell you when you can release them? Do you have a deadline for when you’re going to release them to the American people?",2_china_putin_chinas_russia,5,0.4838628,curiosity
310,Kristen Welker,03:53,"I’m going to let you both respond very quickly. You just said you spoke to your accountant about potentially releasing your taxes, did he tell you when you can release them? Do you have a deadline for when you’re going to release them to the American people?",2_china_putin_chinas_russia,4,0.1205812,confusion
311,Kristen Welker,03:53,"I’m going to let you both respond very quickly. You just said you spoke to your accountant about potentially releasing your taxes, did he tell you when you can release them? Do you have a deadline for when you’re going to release them to the American people?",2_china_putin_chinas_russia,14,0.07625222,realization
312,Donald Trump,04:02,"As soon as the auditors finish. I get treated worse than the tea party got treated, because I have a lot of people in there-",0_obamacare_healthcare_vaccine_insurance,6,0.18916878,disappointment
313,Donald Trump,04:02,"As soon as the auditors finish. I get treated worse than the tea party got treated, because I have a lot of people in there-",0_obamacare_healthcare_vaccine_insurance,16,0.18594982,surprise
314,Donald Trump,04:02,"As soon as the auditors finish. I get treated worse than the tea party got treated, because I have a lot of people in there-",0_obamacare_healthcare_vaccine_insurance,1,0.14416532,anger
315,Kristen Welker,04:07,[crosstalk 00:04:06].,10_crosstalk_001104_001130_wall,13,0.5173752,optimism
316,Kristen Welker,04:07,[crosstalk 00:04:06].,10_crosstalk_001104_001130_wall,3,0.10793737,approval
317,Kristen Welker,04:07,[crosstalk 00:04:06].,10_crosstalk_001104_001130_wall,15,0.05651024,sadness
318,Donald Trump,04:08,"… deep down in the IRS, they treat me horribly. We made a deal, it was all settled until I decide to run for president. I get treated very badly by the IRS, very unfairly, but we had a deal all done. As soon as we’re completed with the deal, I want to release it, but I have paid millions and millions of dollars and it’s worse than paying. I paid in advance. It’s called prepaying your taxes. I paid [crosstalk 00:04:32].",2_china_putin_chinas_russia,16,0.24747565,surprise
319,Donald Trump,04:08,"… deep down in the IRS, they treat me horribly. We made a deal, it was all settled until I decide to run for president. I get treated very badly by the IRS, very unfairly, but we had a deal all done. As soon as we’re completed with the deal, I want to release it, but I have paid millions and millions of dollars and it’s worse than paying. I paid in advance. It’s called prepaying your taxes. I paid [crosstalk 00:04:32].",2_china_putin_chinas_russia,6,0.17155711,disappointment
320,Donald Trump,04:08,"… deep down in the IRS, they treat me horribly. We made a deal, it was all settled until I decide to run for president. I get treated very badly by the IRS, very unfairly, but we had a deal all done. As soon as we’re completed with the deal, I want to release it, but I have paid millions and millions of dollars and it’s worse than paying. I paid in advance. It’s called prepaying your taxes. I paid [crosstalk 00:04:32].",2_china_putin_chinas_russia,1,0.110653415,anger
321,Kristen Welker,04:31,"Okay. I want to ask you both about questions regarding your potential foreign entanglements and questions that have been raised to give you both a chance to talk about this more broadly. Respond very quickly, and then I’ll get to my question.",6_okay_lets_followup_let,5,0.29036218,curiosity
322,Kristen Welker,04:31,"Okay. I want to ask you both about questions regarding your potential foreign entanglements and questions that have been raised to give you both a chance to talk about this more broadly. Respond very quickly, and then I’ll get to my question.",6_okay_lets_followup_let,14,0.18178289,realization
323,Kristen Welker,04:31,"Okay. I want to ask you both about questions regarding your potential foreign entanglements and questions that have been raised to give you both a chance to talk about this more broadly. Respond very quickly, and then I’ll get to my question.",6_okay_lets_followup_let,3,0.11854552,approval
324,Joe Biden,04:43,"Why did he… he’s been saying this for four years, show us, just show us, stop playing around. You’ve been saying for four years you’re going to release your taxes.",2_china_putin_chinas_russia,1,0.3169373,anger
325,Joe Biden,04:43,"Why did he… he’s been saying this for four years, show us, just show us, stop playing around. You’ve been saying for four years you’re going to release your taxes.",2_china_putin_chinas_russia,2,0.20725572,annoyance
326,Joe Biden,04:43,"Why did he… he’s been saying this for four years, show us, just show us, stop playing around. You’ve been saying for four years you’re going to release your taxes.",2_china_putin_chinas_russia,5,0.1048,curiosity
327,Donald Trump,04:52,Everybody knows.,4_did_didnt_said_had,3,0.26856315,approval
328,Donald Trump,04:52,Everybody knows.,4_did_didnt_said_had,13,0.23595053,optimism
329,Donald Trump,04:52,Everybody knows.,4_did_didnt_said_had,15,0.14756395,sadness
330,Joe Biden,04:53,"Nobody knows, Mr. President. What they do know is you’re not paying your taxes, or you’re paying taxes that are so low, when last time he said, what he paid, he said, I only pay that little because I’m smart. I know how to game the system. Come on. Come on, folks.",2_china_putin_chinas_russia,3,0.16127868,approval
331,Joe Biden,04:53,"Nobody knows, Mr. President. What they do know is you’re not paying your taxes, or you’re paying taxes that are so low, when last time he said, what he paid, he said, I only pay that little because I’m smart. I know how to game the system. Come on. Come on, folks.",2_china_putin_chinas_russia,15,0.14484943,sadness
332,Joe Biden,04:53,"Nobody knows, Mr. President. What they do know is you’re not paying your taxes, or you’re paying taxes that are so low, when last time he said, what he paid, he said, I only pay that little because I’m smart. I know how to game the system. Come on. Come on, folks.",2_china_putin_chinas_russia,13,0.12034196,optimism
333,Donald Trump,05:10,So…,7_okay___,13,0.33007598,optimism
334,Donald Trump,05:10,So…,7_okay___,17,0.10860066,neutral
335,Donald Trump,05:10,So…,7_okay___,3,0.1061906,approval
336,Kristen Welker,05:11,"[crosstalk 00:05:11] President Trump, and then I want to get to two questions to both of you on this.",12_seconds_president_trump_quickly,5,0.441479,curiosity
337,Kristen Welker,05:11,"[crosstalk 00:05:11] President Trump, and then I want to get to two questions to both of you on this.",12_seconds_president_trump_quickly,4,0.11892839,confusion
338,Kristen Welker,05:11,"[crosstalk 00:05:11] President Trump, and then I want to get to two questions to both of you on this.",12_seconds_president_trump_quickly,13,0.105659656,optimism
339,Joe Biden,05:13,Sure.,7_okay___,3,0.3600777,approval
340,Joe Biden,05:13,Sure.,7_okay___,13,0.18416514,optimism
341,Joe Biden,05:13,Sure.,7_okay___,0,0.102668636,admiration
342,Donald Trump,05:14,"I was put through a phony witch hunt for three years. It started before I even got elected. They spied of my campaign. No president should ever have to go through what I went through. Let me just say this, Mueller and 18 angry Democrats and FBI agents all over the place spent $48 million. They went through everything I had, including my tax returns, and they found absolutely no collusion and nothing wrong. $48 million. I guarantee you, if I spent $1 million on you, Joe, I could find plenty wrong because the kind of things-",2_china_putin_chinas_russia,14,0.1610582,realization
343,Donald Trump,05:14,"I was put through a phony witch hunt for three years. It started before I even got elected. They spied of my campaign. No president should ever have to go through what I went through. Let me just say this, Mueller and 18 angry Democrats and FBI agents all over the place spent $48 million. They went through everything I had, including my tax returns, and they found absolutely no collusion and nothing wrong. $48 million. I guarantee you, if I spent $1 million on you, Joe, I could find plenty wrong because the kind of things-",2_china_putin_chinas_russia,15,0.120624766,sadness
344,Donald Trump,05:14,"I was put through a phony witch hunt for three years. It started before I even got elected. They spied of my campaign. No president should ever have to go through what I went through. Let me just say this, Mueller and 18 angry Democrats and FBI agents all over the place spent $48 million. They went through everything I had, including my tax returns, and they found absolutely no collusion and nothing wrong. $48 million. I guarantee you, if I spent $1 million on you, Joe, I could find plenty wrong because the kind of things-",2_china_putin_chinas_russia,3,0.11482604,approval
345,Kristen Welker,05:52,All right.,7_okay___,3,0.3913058,approval
346,Kristen Welker,05:52,All right.,7_okay___,0,0.1276171,admiration
347,Kristen Welker,05:52,All right.,7_okay___,13,0.12661399,optimism
348,Donald Trump,05:52,"… that you’ve done and the kind of monies that your family has taken, I mean, your brother made money in Iraq-",2_china_putin_chinas_russia,15,0.2320094,sadness
349,Donald Trump,05:52,"… that you’ve done and the kind of monies that your family has taken, I mean, your brother made money in Iraq-",2_china_putin_chinas_russia,3,0.21136515,approval
350,Donald Trump,05:52,"… that you’ve done and the kind of monies that your family has taken, I mean, your brother made money in Iraq-",2_china_putin_chinas_russia,13,0.18436673,optimism
351,Kristen Welker,05:58,Let me…,7_okay___,13,0.3030053,optimism
352,Kristen Welker,05:58,Let me…,7_okay___,1,0.15031208,anger
353,Kristen Welker,05:58,Let me…,7_okay___,2,0.119795725,annoyance
354,Donald Trump,05:58,"… millions of dollars. Your other brother made a fortune, and it’s all through you, Joe. And they say you get some of it. And you do live very well, you have houses all over the place. You live very well.",2_china_putin_chinas_russia,0,0.36626458,admiration
355,Donald Trump,05:58,"… millions of dollars. Your other brother made a fortune, and it’s all through you, Joe. And they say you get some of it. And you do live very well, you have houses all over the place. You live very well.",2_china_putin_chinas_russia,3,0.20421901,approval
356,Donald Trump,05:58,"… millions of dollars. Your other brother made a fortune, and it’s all through you, Joe. And they say you get some of it. And you do live very well, you have houses all over the place. You live very well.",2_china_putin_chinas_russia,14,0.094438195,realization
357,Kristen Welker,06:08,"All right, gentlemen. Let me just ask some questions about all of this broadly. Vice-President Biden, there have been questions about the work your son has done in China and for a Ukrainian energy company when you were vice-president, in retrospect, was anything about those relationships inappropriate or unethical?",1_biden_vicepresident_vice_president,5,0.49389884,curiosity
358,Kristen Welker,06:08,"All right, gentlemen. Let me just ask some questions about all of this broadly. Vice-President Biden, there have been questions about the work your son has done in China and for a Ukrainian energy company when you were vice-president, in retrospect, was anything about those relationships inappropriate or unethical?",1_biden_vicepresident_vice_president,4,0.2712624,confusion
359,Kristen Welker,06:08,"All right, gentlemen. Let me just ask some questions about all of this broadly. Vice-President Biden, there have been questions about the work your son has done in China and for a Ukrainian energy company when you were vice-president, in retrospect, was anything about those relationships inappropriate or unethical?",1_biden_vicepresident_vice_president,13,0.035465535,optimism
360,Joe Biden,06:24,"Nothing was unethical. Here’s what the deal. With regard to Ukraine. We had this whole question about whether or not, because he was on the board, I later learned of Burisma, a company that somehow, I had done something wrong, yet every single solitary person, when he was going through his impeachment, testifying under oath, who work for him, said I did my job impeccably. I carried out U.S. policy, not one single solitary thing was out of line, not a single thing, number one.",2_china_putin_chinas_russia,15,0.21856387,sadness
361,Joe Biden,06:24,"Nothing was unethical. Here’s what the deal. With regard to Ukraine. We had this whole question about whether or not, because he was on the board, I later learned of Burisma, a company that somehow, I had done something wrong, yet every single solitary person, when he was going through his impeachment, testifying under oath, who work for him, said I did my job impeccably. I carried out U.S. policy, not one single solitary thing was out of line, not a single thing, number one.",2_china_putin_chinas_russia,7,0.1512161,disapproval
362,Joe Biden,06:24,"Nothing was unethical. Here’s what the deal. With regard to Ukraine. We had this whole question about whether or not, because he was on the board, I later learned of Burisma, a company that somehow, I had done something wrong, yet every single solitary person, when he was going through his impeachment, testifying under oath, who work for him, said I did my job impeccably. I carried out U.S. policy, not one single solitary thing was out of line, not a single thing, number one.",2_china_putin_chinas_russia,3,0.11257273,approval
363,Joe Biden,06:57,"Number two, the guy who got in trouble in Ukraine was this guy trying to bribe the Ukrainian government to say something negative about me, which they would not do and did not do because it never ever, ever happened. My son has not made money in terms of this thing about, what are you talking about, China. I have not had… the only guy who made money from China is this guy. He’s the only one. Nobody else has made money from China.",2_china_putin_chinas_russia,7,0.2881577,disapproval
364,Joe Biden,06:57,"Number two, the guy who got in trouble in Ukraine was this guy trying to bribe the Ukrainian government to say something negative about me, which they would not do and did not do because it never ever, ever happened. My son has not made money in terms of this thing about, what are you talking about, China. I have not had… the only guy who made money from China is this guy. He’s the only one. Nobody else has made money from China.",2_china_putin_chinas_russia,2,0.14475963,annoyance
365,Joe Biden,06:57,"Number two, the guy who got in trouble in Ukraine was this guy trying to bribe the Ukrainian government to say something negative about me, which they would not do and did not do because it never ever, ever happened. My son has not made money in terms of this thing about, what are you talking about, China. I have not had… the only guy who made money from China is this guy. He’s the only one. Nobody else has made money from China.",2_china_putin_chinas_russia,6,0.1436416,disappointment
366,Kristen Welker,07:25,President Trump-,8_trump_president_bernie_nobody,13,0.32166502,optimism
367,Kristen Welker,07:25,President Trump-,8_trump_president_bernie_nobody,8,0.13767056,excitement
368,Kristen Welker,07:25,President Trump-,8_trump_president_bernie_nobody,0,0.1003546,admiration
369,Donald Trump,07:25,[crosstalk 00:07:25]…,10_crosstalk_001104_001130_wall,13,0.4949425,optimism
370,Donald Trump,07:25,[crosstalk 00:07:25]…,10_crosstalk_001104_001130_wall,3,0.090878054,approval
371,Donald Trump,07:25,[crosstalk 00:07:25]…,10_crosstalk_001104_001130_wall,15,0.06424038,sadness
